,Author,Journal,"Number of citations","Pubmed id","Reference describes",Title,Volume,Year,"Modification date"
23241972,"Morick D,Krasnov BR,Khokhlova IS,Gottlieb Y,Harrus S.","Applied Environmental Microbiology",3," 23241972",Lasergene,"Transmission Dynamics of Bartonella sp. Strain OE 1-1 in Sundevall's Jirds (Meriones crassus).",79,2013,"11 February 2013 17:29:16"
23241984,"Chae HS,Lee SH,Lee JH,Park SJ,Lee PC.","Applied Environmental Microbiology",2," 23241984",Lasergene,"Use of a Novel Escherichia coli-Leuconostoc Shuttle Vector for Metabolic Engineering of Leuconostoc citreum To Overproduce D-Lactate",79,2013,"20 March 2013 15:54:10"
23242999,"Iannotti FA,Barrese V,Formisano L,Miceli F,Taglialatela M.","Molecular Biology of the Cell",3," 23242999",Lasergene,"Specification of skeletal muscle differentiation by repressor element-1 silencing transcription factor (REST)-regulated Kv7.4 potassium channels.",24,2013,"11 February 2013 17:23:36"
23243235,"Peng KS,Ruan LS,Tu J,Qi KZ,Jiang LH","Poultry Science",0," 23243235",Lasergene,"Tissue distribution, expression, and antimicrobial activity of Anas platyrhynchos avian β-defensin 6",92,2013,"14 January 2013 20:18:48"
23249995,"Chen CC,Geurts AM,Jacob HJ,Fan F,Roman RJ.","Physiological Genomics",1," 23249995",Lasergene,"Heterozygous knockout of transforming growth factor-β1 protects Dahl S rats against high salt-induced renal injury.",45,2013,"11 February 2013 17:31:24"
23254128,"Samuel A,Nayak B,Paldurai A,Xiao S,Aplogan GL,Awoume KA,Webby RJ,Ducatez MF,Collins PL,Samal SK.","Journal of Clinical Microbiology",5," 23254128",Lasergene,"Phylogenetic and pathotypic characterization of newcastle disease viruses circulating in west Africa and efficacy of a current vaccine",51,2013,"20 March 2013 15:52:48"
23255551,"Liu X,Huang J,Sun Y,Zhan K,Zhang Z,Hong M.","Drug Metabolism and Disposition",1," 23255551",Lasergene,"Identification of multiple binding sites for substrate transport in bovine organic anion transporting polypeptide 1a2",41,2013,"20 March 2013 15:50:11"
23259685,"Boegel S,Lower M,Schafer M,Bukur T,de Graaf J,Boisguerin V,Tureci O,Diken M,Castle JC,Sahin U.","Genome Medicine",6," 23259685",Seq2HLA,"HLA typing from RNA-Seq sequence reads",4,2012,"19 February 2013 08:48:41"
23269728,"Lau AF,Drake SK,Calhoun LB,Henderson CM,Zelazny AM.","Journal of Clinical Microbiology",16," 23269728",Lasergene,"Development of a clinically comprehensive database and a simple procedure for identification of molds from solid media by matrix-assisted laser desorption ionization-time of flight mass spectrometry",51,2013,"20 March 2013 15:51:35"
23275500,"Chen Y,Chi HY,Meesapyodsuk D,Qiu X.","Applied Environmental Microbiology",0," 23275500",Lasergene,"Phytophthora infestans Cholinephosphotransferase with Substrate Specificity for Very-Long-Chain Polyunsaturated Fatty Acids",79,2013,"20 March 2013 15:58:15"
23288328,"Cirak S,Foley AR,Herrmann R,Willer T,Yau S,Stevens E,Torelli S,Brodd L,Kamynina A,Vondracek P,Roper H,Longman C,Korinthenberg R,Marrosu G,Nürnberg P; UK10K Consortium,Michele DE,Plagnol V,Hurles M,Moore SA,Sewry CA,Campbell KP,Voit T,Muntoni F.",Brain,13," 23288328",Lasergene,"ISPD gene mutations are a common cause of congenital and limb-girdle muscular dystrophies",,2013,"7 January 2013 14:32:57"
23297243,"Dunlap DS,Ng TF,Rosario K,Barbosa JG,Greco AM,Breitbart M,Hewson I.",PNAS,7," 23297243",Lasergene,"Molecular and microscopic evidence of viruses in marine copepods.",110,2013,"11 February 2013 17:17:08"
23297299,"Muñoz-Mérida A,González-Plaza JJ,Cañada A,Blanco AM,García-López MD,Rodríguez JM,Pedrola L,Sicardo MD,Hernández ML,De la Rosa R,Belaj A,Gil-Borja M,Luque F,Martínez-Rivas JM,Pisano DG,Trelles O,Valpuesta V,Beuzón CR.","DNA Research",6," 23297299",Lasergene,"De Novo Assembly and Functional Annotation of the Olive (Olea europaea) Transcriptome",,2013,"14 January 2013 19:52:08"
23300325,"Pendleton S,Hanning I,Biswas D,Ricke SC","Poultry Science",2," 23300325",Lasergene,"Evaluation of whole-genome sequencing as a genotyping tool for Campylobacter jejuni in comparison with pulsed-field gel electrophoresis and flaA typing",92,2013,"14 January 2013 20:00:34"
23303782,"Chen S,Oikonomou G,Chiu CN,Niles BJ,Liu J,Lee DA,Antoshechkin I,Prober DA","Nucleic Acids Research",36," 23303782",Lasergene,"A large-scale in vivo analysis reveals that TALENs are significantly more mutagenic than ZFNs generated using context-dependent assembly",41,2013,"20 March 2013 16:16:09"
23314323,"Jing-Woei Li",Bioinformatics,5," 23314323",ViralFusionSeq,"ViralFusionSeq: Accurately discover viral integration events and reconstruct fusion transcripts at single-base resolution",,2013,"19 January 2013 18:21:41"
23314324,"Breese MR,Liu Y",Bioinformatics,10," 23314324",NGSUtils,"NGSUtils: a software suite for analyzing and manipulating next-generation sequencing datasets",29(4),2013,"18 July 2013 22:40:25"
23315730,"Chen C,Lewis CR,Goswami K,Roberts EL,Debroy C,Dudley EG","Applied and Environmental Microbiology",1," 23315730","SeqMan NGen","Identification and Characterization of Spontaneous Deletions within the Sp11-Sp12 Prophage Region of Escherichia coli O157:H7 Sakai",79,2013,"20 March 2013 16:22:22"
23319557,"Short KR,Reading PC,Brown LE,Pedersen J,Gilbertson B,Job ER,Edenborough KM,Habets MN,Zomer A,Hermans PW,Diavatopoulos DA,Wijburg OL","Infection and Immunity",11," 23319557",ArrayStar,"Influenza-induced inflammation drives pneumococcal otitis media",81,2013,"20 March 2013 16:18:25"
23323883,"Klepper K,Drabløs F","BMC Bioinformatics",6," 23323883",MotifLab,"MotifLab: a tools and data integration workbench for motif discovery and regulatory sequence analysis",14,2013,"8 January 2015 14:44:30"
23325621,"Douville C,Carter H,Kim R,Niknafs N,Diekhans M,Stenson PD,Cooper DN,Ryan M,Karchin R.",Bioinformatics,12," 23325621",CRAVAT,"CRAVAT: cancer-related analysis of variants toolkit",29,2013,"14 February 2016 21:24:34"
23335778,"Guo X,Yin H,Cong J,Dai Z,Liang Y,Liu X.","Applied and Environmental Microbiology",3," 23335778",Lasergene,"RubisCO Gene Clusters Found in a Metagenome Microarray from Acid Mine Drainage",79,2013,"20 March 2013 16:24:04"
23345415,"Puerma E,Aguadé M.","American Journal of Botany",0," 23345415",Lasergene,"Polymorphism at genes involved in salt tolerance in Arabidopsis thaliana (Brassicaceae).",100,2013,"11 February 2013 17:32:40"
23348039,"Brykczynska U,Tzika AC,Rodriguez I,Milinkovitch MC","Genome biology and evolution",2," 23348039","SeqMan NGen","Contrasted evolution of the vomeronasal receptor repertoires in mammals and squamate reptiles",5,2013,"20 March 2013 16:04:34"
23349129,"Lahoti TS,John K,Hughes JM,Kusnadi A,Murray IA,Krishnegowda G,Amin S,Perdew GH.","Annals of the Rheumatic Diseases",3," 23349129",ArrayStar,"Aryl hydrocarbon receptor antagonism mitigates cytokine-mediated inflammatory signalling in primary human fibroblast-like synoviocytes.",,2013,"11 February 2013 17:19:56"
23376193,"Stein LD","Briefings in Bioinformatics",12," 23376193",GBrowse,"Using GBrowse 2.0 to visualize and share next-generation sequence data",,2013,"6 February 2013 19:40:19"
23396013,"Kristian Cibulskis,Michael S Lawrence,Scott L Carter,Andrey Sivachenko,David Jaffe,Carrie Sougnez,Stacey Gabriel,Matthew Meyerson,Eric S Lander,Gad Getz","Nature Biotechnology",97," 23396013",MuTect,"Sensitive detection of somatic point mutations in impure and heterogeneous cancer samples.",31,2013,"20 March 2013 15:08:18"
23422339,"Gurevich A,Saveliev V,Vyahhi N,Tesler G",Bioinformatics,49," 23422339",QUAST,"QUAST: quality assessment tool for genome assemblies.",29,2013,"1 September 2013 20:06:54"
23427986,"Kulakovskiy I,Levitsky V,Oshchepkov D,Bryzgalov L,Vorontsov I,Makeev V","J Bioinform Comput Biol",3," 23427986",ChIPMunk,"From binding motifs in chip-seq data to improved models of transcription factor binding sites",11(1),2013,"5 March 2013 11:53:51"
23531354,"Mayrhofer M,Dilorenzo S,Isaksson A.","Genome Biology",7," 23531354",Patchwork,"Patchwork: allele-specific copy number analysis of whole genome sequenced tumor tissue.",14,2013,"3 May 2013 13:33:45"
23550143,"Ruby JG,Bellare P,Derisi JL.",G3,17," 23550143",PRICE,"PRICE: software for the targeted assembly of components of (Meta) genomic sequence data",3(5),2013,"20 March 2014 17:25:21"
23555882,"Dabrowski PW,Schröder K,Nitsche A","PLoS One",0," 23555882",MultiPSQ,"MultiPSQ: a software solution for the analysis of diagnostic n-plexed pyrosequencing reactions.",8,2013,"18 May 2015 23:12:08"
23558742,"Yang Liao,Gordon K Smyth and Wei Shi","Nucleic Acids Research",25," 23558742","Subread and Subjunc","The Subread aligner: fast, accurate and scalable read mapping by seed-and-vote",41,2013,"23 April 2013 12:22:53"
23558750,"Le HS,Schulz MH,McCauley BM,Hinman VF,Bar-Joseph Z","Nucleic Acids Res.",8," 23558750",SEECER,"Probabilistic error correction for RNA sequencing",,2013,"3 May 2013 20:23:44"
23563421,"Jünemann S,Sedlazeck FJ,Prior K,Albersmeier A,John U,Kalinowski J,Mellmann A,Goesmann A,von Haeseler A,Stoye J,Harmsen D.","Nat Biotechnol.",32," 23563421",SeqSphere,"Updating benchtop sequencing performance comparison.",31,2013,"29 December 2014 16:53:34"
23571760,"Jie Wu,Olga Anczuków,Adrian R. Krainer,Michael Q. Zhang and Chaolin Zhang","Nucleic Acids Res.",5," 23571760",OLego,"OLego: fast and sensitive mapping of spliced mRNA-Seq reads using small seeds.",,2013,"30 April 2013 17:04:42"
23585274,"Drewe P,Stegle O,Hartmann L,Kahles A,Bohnert R,Wachter A,Borgwardt K,Rätsch G","Nucleic Acids Research",7," 23585274",RDiff,"Accurate detection of differential RNA processing",,2013,"2 May 2013 00:30:12"
23613487,"Jónsson H,Ginolhac A,Schubert M,Johnson P,Orlando L","Bioinformatics (Oxford)",15," 23613487",MapDamage,"mapDamage2.0: fast approximate Bayesian estimates of ancient DNA damage parameters.",,2013,"19 May 2013 09:05:46"
23618408,"Kim D,Pertea G,Trapnell C,Pimentel H,Kelley R,Salzberg SL","Genome Biology",336," 23618408",TopHat,"TopHat2: accurate alignment of transcriptomes in the presence of insertions, deletions and gene fusions",14,2013,"16 September 2013 14:11:53"
23630175,"Rubio-Camarillo M,Gómez-López G,Fernández JM,Valencia A,Pisano DG.","Bioinformatics (Oxford)",6," 23630175",RUbioSeq,"RUbioSeq: a suite of parallelized pipelines to automate exome variation and bisulfite-seq analyses.",,2013,"3 May 2013 15:37:41"
23762400,"Shen L,Shao NY,Liu X,Maze I,Feng J,Nestler EJ","PLoS One",5," 23762400",Diffreps,"diffReps: Detecting Differential Chromatin Modification Sites from ChIP-seq Data with Biological Replicates",8,2013,"20 June 2013 20:15:33"
24124457,"Piazza R,Magistroni V,Pirola A,Redaelli S,Spinelli R,Galbiati M,Valletta S,Giudici G,Cazzaniga G,Gambacorti-Passerini C.","PLoS One",2," 24124457",CEQer,"CEQer: A Graphical Tool for Copy Number and Allelic Imbalance Detection from Whole-Exome Sequencing Data.","Oct 4;8(10):e74825. doi: 10.1371",2013,"8 November 2013 15:27:47"
24227677,"Yang Liao,Gordon K Smyth and Wei Shi",Bioinformatics,31," 24227677",FeatureCounts,"featureCounts: an efficient general-purpose program for assigning sequence reads to genomic features",,,"20 November 2013 09:46:11"
24324667,"Song Q,Decato B,Hong EE,Zhou M,Fang F,Qu J,Garvin T,Kessler M,Zhou J,Smith AD.","PLoS One",1," 24324667",Methpipe,"A reference methylome database and analysis pipeline to facilitate integrative and comparative epigenomics",8(12),2013,"11 December 2013 09:19:08"
24363378,"Wu E,Nance T,Montgomery SB",Bioinformatics,1," 24363378",SplicePlot,"SplicePlot: a utility for visualizing splicing quantitative trait loci.",30,2014,"2 December 2015 13:54:24"
24376861,"Del Fabbro C,Scalabrin S,Morgante M,Giorgi FM","PLoS One",12," 24376861",ERNE,"An extensive evaluation of read trimming effects on Illumina NGS data analysi",8(12),2013,"22 May 2014 11:50:37"
24398258,"Tao Wang,Yang Xie,Guanghua Xiao","Genome Biology",4," 24398258",DCLIP,"dCLIP: a computational approach for comparative CLIP-seq analyses",15,2014,"20 April 2014 22:20:40"
24626854,"Otto C,Stadler PF,Hoffmann S.",Biofinformatics,1," 24626854",Segemehl,"Lacking alignments? The next-generation sequencing mapper segemehl revisited.",30,2014,"17 June 2015 11:12:27"
24695404,"Bolger AM,Lohse M,Usadel B.",Bioinformatics,89," 24695404",Trimmomatic,"Trimmomatic: A flexible trimmer for Illumina Sequence Data.",,2014,"10 April 2014 19:40:47"
24747219,"Roguski L,Deorowicz S.",Bioinformatics,1," 24747219",DSRC,"DSRC 2--Industry-oriented compression of FASTQ files",30,2014,"20 November 2014 15:51:29"
24799436,"Ramírez F,Dündar F,Diehl S,Grüning BA,Manke T","Nucleic Acids Res.",3," 24799436",DeepTools,"deepTools: a flexible platform for exploring deep-sequencing data",42,2014,"12 August 2014 22:32:35"
24813542,"Slowikowski K,Hu X,Raychaudhuri S","Bioinformatics (Oxford)",0," 24813542",SNPsea,"SNPsea: an algorithm to identify cell types, tissues and pathways affected by risk loci.",,2014,"13 March 2015 19:53:57"
24832523,"Dodt M,Roehr JT,Ahmed R,Dieterich C","Biology (Basel)",17," 24832523",Flexbar,"FLEXBAR-Flexible Barcode and Adapter Processing for Next-Generation Sequencing Platforms",1,2012,"3 November 2015 10:50:27"
24874280,"Cleary JG,Braithwaite R,Gaastra K,Hilbush BS,Inglis S,Irvine SA,Jackson A,Littin R,Nohzadeh-Malakshah S,Rathod M,Ware D,Trigg L,De La Vega FM","Journal of Computational Biology",7," 24874280",RTG,"Joint Variant and De Novo Mutation Identification on Pedigrees from High-Throughput Sequencing Data",21,2014,"23 December 2014 07:17:00"
24925680,"Hongshan Jiang,Rong Lei,Shou-Wei Ding,Shuifang Zhu","BMC Bioinformatics",0," 24925680",Skewer,"Skewer: a fast and accurate adapter trimmer for next-generation sequencing paired-end reads.",15,2014,"29 June 2014 17:05:47"
25086003,"Gusmao EG,Dieterich C,Zenke M,Costa IG.","Bioinformatics (Oxford)",0," 25086003",HINT,"Detection of Active Transcription Factor Binding Sites with the Combination of DNase Hypersensitivity and Histone Modifications",,2014,"17 August 2014 16:12:25"
25167919,"Amarasinghe KC,Li J,Hunter SM,Ryland GL,Cowin PA,Campbell IG,Halgamuge SK","BMC Genomics",1," 25167919",ADTEx,"Inferring copy number and genotype in tumour exome data",15,2014,"13 October 2014 08:42:10"
25516281,"Love MI,Huber W,Anders S","Genome Biology",3," 25516281",DESeq,"Moderated estimation of fold change and dispersion for RNA-seq data with DESeq2",15(12),2014,"9 February 2015 19:05:28"
25596308,"Li J,Jiang Y,Wang T,Chen H,Xie Q,Shao Q,Ran X,Xia K,Sun ZS,Wu J","Journal of Medical Genetics",0," 25596308",MirTrios,"mirTrios: an integrated pipeline for detection of de novo and rare inherited mutations from trios-based next-generation sequencing",52,2015,"1 April 2015 06:33:13"
25627242,"Kravatsky YV,Chechetkin VR,Tchurikov NA,Kravatskaya GI","DNA Research",0," 25627242",AnCorr,"Genome-wide study of correlations between genomic features and their relationship with the regulation of gene expression.",,2015,"8 February 2015 20:47:16"
26323715,"Abuín JM,Pichel JC,Pena TF,Amigo J.",Bioinformatics,0," 26323715",BigBWA,"BigBWA: approaching the Burrows-Wheeler aligner to Big Data technologies.",,2015,"5 November 2015 17:27:25"
26951498,"A Rauschenberger,MA Jonker,MA van de Wiel,and RX Menezes","BMC Bioinformatics",0," 26951498",GlobalSeq,"Testing for association between RNA-Seq and high-dimensional data",17,2016,"10 March 2016 08:10:33"
3808945,"Bucher P,Trifonov EN.","Nucleic Acids Res.",110," 3808945",SSA,"Compilation and analysis of eukaryotic POL II promoter sequences.",14(24),1986,"17 November 2011 11:22:06"
6364040,R.Staden,"Nucleic Acids Research",30," 19002165",STADEN,"Graphic methods to determine the function of nucleic acid sequences",12,1984,"11 August 2011 23:45:33"
7099970,R.Staden,"Nucleic Acids Research",298," 7099970",STADEN,"An interactive graphics program for comparing and aligning nucleic acid and amino acid sequences",10,1982,"11 August 2011 23:45:00"
7753633,"J.K.Bonfield,R.Staden","Nucleic Acids Research",15," 7753633",STADEN,"The application of numerical estimates of base calling accuracy to DNA sequencing projects",23(8),1995,"11 August 2011 23:43:10"
7922687,"Sonnhammer EL,Durbin R","Comput Appl Biosci.",42," 7922687",Blixem,"A workbench for large-scale sequence homology analysis.",10,1994,"5 September 2009 07:45:18"
8559656,"Bonfield JK,Smith K,Staden R.","Nucleic Acids Research",267," 8559656",STADEN,"A new DNA sequence assembly program",23(24),1995,"11 August 2011 23:44:00"
8907307,"J.K.Bonfield,R.Staden","DNA Sequence",31," 8907307",STADEN,"Experiment files and their application during large-scale sequencing projects",6(2),1996,"5 August 2010 08:41:15"
9521921,"Ewing B,Hillier L,Wendl MC,Green P","Genome Research","2,126"," 9521921",Phred,"Base-calling of automated sequencer traces using phred. I. Accuracy assessment.",8,1998,"11 August 2011 23:53:53"
9521922,"Ewing B,Green P","Genome Research","2,073"," 9521922",Phred,"Base-calling of automated sequencer traces using phred. II. Error probabilities.",8,1998,"11 August 2011 23:53:39"
9649626,"J.K.Bonfield,C.Rada,R.Staden","Nucleic Acids Research",36," 9649626",STADEN,"Automated detection of point mutations using fluorescent sequence trace subtraction",26(14),1998,"11 August 2011 23:44:19"
978-3-642-01183-2,"Gianluigi Folino and Fabio Gori and Mike S. M. Jetten and Elena Marchiori",LNCS,," DOI: 10.1007/978-3-642-01184-9_14",Proxygenes,"Clustering Metagenome Short Reads Using Weighted Proteins",5483,2009,"3 September 2010 11:59:00"
Cutadaptref,"Martin M",EMBnet.journal,,,Cutadapt,"Cutadapt removes adapter sequences from high-throughput sequencing reads",17,2011,"4 August 2011 14:25:09"
TR-B-10-06,"Holtgrewe M","Technical Report",0," TR-B-10-06",Mason,"Mason - a read simulator for second generation sequencing data",,2010,"23 August 2015 14:13:57"
